Protein IDs,Bio1_proteinGroups_F28,Bio1_proteinGroups_F29,Bio1_proteinGroups_F30,Bio1_proteinGroups_F31,Bio1_proteinGroups_F32,Bio1_proteinGroups_F33,Bio1_proteinGroups_F34,Bio1_proteinGroups_F35,Bio1_proteinGroups_F36,Bio1_proteinGroups_F37,Bio1_proteinGroups_F38,Bio1_proteinGroups_F39,Bio1_proteinGroups_F40,Bio1_proteinGroups_F41,Bio1_proteinGroups_F42,Bio1_proteinGroups_F43,Bio1_proteinGroups_F44,Bio1_proteinGroups_F45,Bio1_proteinGroups_F46,Bio1_proteinGroups_F47,Bio1_proteinGroups_F48,Bio1_proteinGroups_F49,Bio1_proteinGroups_F50,Bio1_proteinGroups_F51,Bio1_proteinGroups_F52,Bio1_proteinGroups_F53,Bio1_proteinGroups_F54,Bio1_proteinGroups_F55,Bio1_proteinGroups_F56,Bio1_proteinGroups_F57,Bio1_proteinGroups_F58,Bio1_proteinGroups_F59,Bio1_proteinGroups_F60,Bio1_proteinGroups_F61,Bio1_proteinGroups_F62,Bio1_proteinGroups_F63,Bio1_proteinGroups_F64,Bio1_proteinGroups_F65
AT2G44920.2;AT2G44920.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1879.6,0,0,0,0,0,0,0,0,0,0,2234,0,1317.5,5025.9,0,0,0,0,0,4997.7,10765,113390,185230,338470
AT2G43590.1;AT3G47540.1;AT3G47540.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5240.7,5932.3,0,0,0,171.85,1279,0,0,0,0,0,0,70.071,2277,17.89,0,0,0,69301,75633,187190,362940
AT2G20270.1;AT2G20270.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14287,0,0,0,40897,0,25613,27072,22402,18004,0,13453,0,6346.4,0,0,0,19976,0,22571,87634,194050,233190
AT1G31812.1,49.054,0,0,0,0,0,0,0,0,0,0,0,0,1646.6,0,0,0,0,1122.4,952.1,0,786.44,575.29,694.45,5662.8,0,0,0,0,0,0,0,59.18,0,13594,105250,273420,417720
AT3G15360.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232.6,0,0,0,0,277.41,1410.1,0,0,0,0,0,0,0,0,0,0,0,0,0,18398,145440,280840,657380
AT5G40370.1;AT5G40370.2,0,0,0,0,0,0,32.696,1811.5,0,0,0,0,0,0,0,0,0,0,0,2039.3,0,2876.3,0,1590.8,0,0,0,0,0,0,0,0,4221.6,1313.2,10165,78674,351310,722420
AT4G39260.1;AT4G39260.3;AT4G39260.2;AT4G39260.4,0,75.321,984.06,18.684,0,77.962,0,4339.8,0,44.632,0,4352.1,5318.5,7353,0,0,0,0,0,0,138.09,0,0,0,41.418,0,0,0,0,0,0,0,2218.1,8006.2,43949,326510,485800,494030
AT4G34870.1,0,0,0,0,0,0,0,5285.4,0,5068.2,0,1654.6,2695.1,1861.7,0,0,2540.3,0,1550.6,0,0,0,0,0,0,0,0,0,0,2169.7,560.98,0,2242.9,0,34893,137040,637350,1151900
AT4G03520.1;AT4G03520.2,0,29.377,0,4250.7,0,0,0,0,431.81,0,722.45,0,3059.5,2229,0,0,0,561.55,835.08,0,8261.5,2225.4,0,751.47,0,0,0,0,0,10172,0,0,0,0,16781,152800,717290,1669100
AT4G38740.1,161.76,37.233,518.78,0,433.5,0,2391,5849.4,3593.1,1660.4,46001,2813,4380.2,0,1000.1,7117.3,1578.6,1549.1,0,0,0,7858,8281.6,1366.2,527.33,2061.5,0,0,2530.6,0,0,0,0,0,80618,468590,961570,1334300
AT1G03680.1,0,47.73,2029.1,641.3,0,0,0,0,0,0,0,0,27.741,0,0,0,0,563.41,0,0,0,0,0,0,0,0,0,2638.6,0,0,567.06,684.82,0,7668.8,5293.6,229390,857460,2730800
AT2G38040.2;AT2G38040.1,0,0,0,30442,0,14144,0,0,0,0,0,0,3617.7,0,4543.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,0,0,4242.6,2647.1
ATCG01230.1;ATCG00905.1;ATCG00065.1,0,0,0,32097,0,8367.7,0,3324.6,1899.3,0,0,0,0,13479,0,0,0,0,0,0,0,2533.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G20890.1,0,0,0,42412,274.86,10937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428.6,0,0,0,0,0,0,0,0,0,0,5762.7
AT2G27720.1;AT2G27720.3;AT2G27720.2,0,0,0,63495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G11910.1;AT1G62290.2;AT1G62290.1,0,0,0,39440,0,0,0,0,12421,0,0,0,0,0,0,10849,0,1157.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G42170.1,0,0,0,41830,383.41,6010,13517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2821.5,0,0,0,0,0,0,0,0,0,0,0
ATCG00810.1,0,0,891.42,45295,1401.8,15907,562.57,412.17,0,0,0,0,0,0,0,0,0,0,133.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G27640.1;AT5G27640.2,0,0,0,52899,0,12465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G35970.1,0,0,0,61567,0,0,2973.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2819,0,0,0,2089.1,0,0,0,0,0,0,0,0
AT3G57290.1,0,58.772,985.47,62854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6059.3,3166.4,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G13510.1,0,0,0,30971,0,25920,0,0,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2935.3,0,0,0,1202.5,0,0,3170.6,5316.6,0,0,0,0,2428.3
AT1G34430.1,0,0,0,65498,0,4885.3,1023.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.36,0,0,0,1079.7,886.33,316.94,0,0,0,0,0,0,0
AT1G02780.1,0,0,1063,77230,254.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G04400.2;AT3G04400.1;AT2G33370.1;AT1G04480.1,0,71.925,0,81003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G02450.1,0,0,0,80455,1345.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G78900.2;AT1G78900.1,0,0,0,24032,0,5043.9,13534,7699.7,0,0,0,4332.2,0,2792.4,0,0,0,665.83,1160.4,0,6197,0,0,7270.7,0,7491.2,0,0,0,0,524.37,0,3165.3,0,0,0,0,0
AT1G65260.1,0,0,0,82123,0,0,0,0,0,0,0,0,0,0,3027.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.44
AT3G54210.1,0,0,0,71654,2378.8,11780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G38630.1,0,0,0,60741,0,21849,5304.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G01090.1,0,0,0,55671,0,6139.7,7507.1,0,0,0,0,0,0,0,2745.7,0,8396.5,0,769.04,0,0,0,0,3163.5,0,82.186,0,0,61.64,2131.2,0,0,0,54.791,2449.2,971.88,41.093,0
AT2G27530.2;AT2G27530.1,0,0,0,83586,0,4486.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296.5,0,0,0,0,0,0,0,0,0,0
AT1G64520.1;AT5G42040.1,0,0,1006.2,47360,1420.9,27678,9278.5,0,0,0,0,0,0,0,0,0,0,0,709.86,0,1825.5,0,0,0,0,0,0,1837.6,0,0,0,0,0,0,0,0,0,0
AT1G74060.1;AT1G74050.1,0,0,432.11,62414,1249.7,28280,0,0,0,1376.6,0,0,0,0,0,0,0,0,0,2294.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G40660.1,0,0,853.25,61769,0,24300,5868.6,0,0,976.36,0,0,0,0,0,0,3079.4,0,0,0,0,0,0,0,0,0,0,0,0,1971.4,0,0,0,0,0,0,0,0
AT5G41520.1;AT5G41520.2,0,0,0,41971,0,40745,10123,0,0,0,0,0,0,0,0,0,0,0,0,0,3481.5,0,0,0,0,3149.9,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15000.2;AT4G15000.1;AT3G22230.1;AT2G32220.1,0,0,0,70154,1588.3,18203,4969.1,0,0,0,0,1814.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3898.7,0,0,0,0,0,0,0,1457.1,0
AT5G27770.1,196.5,0,0,58236,0,22090,7750.8,0,0,0,0,0,0,0,0,0,7275,0,346.4,0,0,0,1501.9,0,0,0,0,0,0,0,241.14,0,2353.8,0,0,1017.2,0,1262
AT3G24830.1,0,0,0,90205,0,9575.6,0,0,0,0,0,0,0,0,0,3465.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G26742.3;AT5G26742.1;AT5G26742.2,0,0,0,94137,0,8051.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.1,0,0,0,0
AT3G11710.1,0,0,0,26056,0,7460.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6509.8,0,25267,0,22409,18561,0,0,0,0,0
AT1G70600.1,0,0,1632.9,97815,0,9190.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G48830.2;AT1G48830.1,0,0,0,94003,0,13391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292.3,0,0,0,0,0,0,0,0
AT2G47710.1,0,0,0,35150,0,19308,13715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186.1,0,0,0,9979.1,0,10332,0,0,0,0,15968,0,0,0,0,2118.3
AT1G67430.1;AT1G27400.1;AT1G67430.2,0,0,0,90662,1452.5,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G56910.1,0,0,0,107400,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842.67,0
AT5G65010.1;AT5G65010.2;AT5G10240.2;AT5G10240.1,222.05,0,0,39256,0,11316,1666.3,3073.9,0,0,0,1324.3,4470.7,0,0,0,0,1772.8,704.86,0,1831.3,0,647.9,11472,26328,2303.8,1889.1,0,3098.8,0,0,0,0,0,0,0,0,0
AT1G57860.1;AT1G57660.1;AT1G09690.1;AT1G09590.1,0,0,31.313,114220,876.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G20000.1;AT5G19990.1,0,0,0,59254,0,44475,5516.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,6316.9,0
AT1G32990.1,0,0,0,72231,0,18338,2192.6,0,0,0,0,0,0,0,0,0,0,0,0,5301.4,0,0,0,0,0,0,0,0,0,0,0,21110,0,0,0,0,0,0
AT5G19780.1;AT5G19770.1,130.32,0,0,43129,0,31046,9301.4,4695.2,0,0,0,0,3837.1,0,0,4946.1,0,0,0,0,27.417,8491.4,8231.8,0,0,1776.6,0,0,0,3729.2,0,0,0,0,0,0,0,0
AT3G56150.2;AT3G56150.1,0,0,0,105770,0,12994,0,0,0,0,0,0,0,0,0,0,7654.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G29150.1,0,0,606.37,83457,0,33884,0,0,0,0,0,0,0,0,4670.1,3897.5,0,514.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G23540.1;AT5G23540.2,0,0,0,68390,0,48815,9618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761.8,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G29040.1;AT2G20140.1,0,0,0,85927,2374.2,30628,0,0,0,0,0,2426.1,0,0,0,0,0,0,0,0,0,0,5917.6,2119.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G62700.1;AT5G62690.1,0,0,0,69334,0,15810,12021,3074.1,0,2410,0,0,1871.1,6204.8,0,0,0,0,0,0,0,0,0,14944,0,0,0,0,0,1960.4,0,1424.6,0,2073,0,0,0,0
AT4G29220.1,1711.9,0,0,61100,0,39906,0,0,0,2142.2,0,0,895.14,0,7827,0,0,0,0,0,0,0,3451.5,1194.1,8155,5876.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G02870.2;AT5G02870.1,0,0,0,118990,0,6789.1,0,10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G55070.1,0,0,0,114610,1578,16814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.96,0,0,729.07,0,0,0,3654.1,1354.5,0,0,0,0,0
ATCG00660.1,0,0,0,73396,0,17869,6491.9,0,11320,7439.6,6378.1,5923.9,7526,0,0,0,0,0,0,0,0,0,0,0,0,3827.4,0,0,0,0,0,0,0,0,0,0,0,0
ATCG00780.1,0,0,0,86978,1815.4,40456,7206.8,0,0,0,0,0,0,0,4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G48930.1;AT4G30800.1,0,94.487,0,75460,10412,37548,748.63,0,0,0,2612.5,1827.4,0,0,0,0,0,0,0,2232.9,0,888.36,0,0,0,0,0,0,0,2815.4,0,0,0,0,6912.1,0,0,0
AT5G28060.1,0,70.064,0,99108,1712.2,42527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G71695.1,915.51,0,0,133750,0,5295.1,2095.6,0,0,0,0,0,0,0,0,0,2513.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G05530.1;AT1G09100.1;AT4G27680.1;AT5G53540.1,0,0,0,100800,6814.7,25813,0,0,0,2219.2,2219.2,0,0,0,1485.4,0,0,0,0,0,0,0,0,0,3162,0,2605.5,0,0,647.31,162.26,0,0,0,0,0,0,0
AT4G11420.1,0,0,0,140300,0,7530.5,0,0,0,0,0,0,0,0,0,0,1760.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G33800.1,330.47,0,813.91,106170,544.16,29164,5479,0,0,0,0,0,3160.4,0,0,0,0,893.05,0,0,0,0,0,0,0,0,0,0,3194.7,0,32.696,0,0,0,0,3591.3,0,0
AT3G44890.1,0,0,0,150520,669.51,0,0,2311.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.24,0,0,0,0,0,0,0
AT1G78630.1,0,0,0,108340,0,7385.2,21556,4073.8,0,0,0,0,0,0,0,0,0,0,0,8893.7,0,1987.4,0,0,0,0,0,0,0,2088.3,0,0,0,0,0,0,0,0
AT1G50200.1;AT1G50200.2,0,0,0,89875,0,25190,14122,0,0,0,0,0,1360.4,0,768.01,1138.5,4183.3,0,0,9955,0,0,0,0,0,0,4155.1,2207.1,0,7278.4,235.27,0,0,0,0,0,0,0
AT1G07320.4;AT1G07320.3;AT1G07320.2;AT1G07320.1,0,0,0,136210,1144.8,22716,0,0,0,0,0,0,0,0,1465.7,0,0,0,0,0,0,0,0,1288.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G27710.3;AT2G27710.2;AT2G27710.1;AT2G27710.4,0,0,0,151840,0,13051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATCG01120.1,0,0,0,129600,0,8566.5,9272.9,2933.1,0,0,5162.3,9564.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G49910.1,0,0,0,136070,0,9539.6,0,0,0,0,0,0,0,0,0,9031.4,0,0,0,0,0,0,6214.1,0,0,0,7113.9,0,0,0,0,0,2238.4,0,0,0,3703.1,0
ATCG00650.1,0,0,1578.1,130790,0,22171,11631,0,0,0,0,0,0,0,0,0,0,551.09,0,4880.1,0,26.302,0,0,0,0,0,2354.6,47.344,0,0,1765.8,0,0,0,0,0,0
AT3G55280.3;AT3G55280.2;AT3G55280.1;AT2G39460.2;AT2G39460.1,0,0,0,129430,399.38,0,34007,0,5892.1,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333.7,0,2202.3,0,0,0,0
AT4G18100.1,0,0,0,147910,1350.7,17267,14054,0,0,960.56,0,0,0,0,0,0,0,0,2325.9,0,0,0,3900.1,0,0,0,0,0,0,0,0,0,0,0,5134.6,0,0,0
AT5G47190.1,0,0,0,112210,0,44805,30537,0,0,0,0,0,0,0,0,6190.7,1115.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,0,0
AT5G46290.2;AT5G46290.1;AT5G46290.3,0,0,1079.8,32473,0,31588,19700,7221.4,303.14,297.48,2228,447.65,2850,0,0,5258.7,0,0,1044.2,3934.5,16596,16009,19328,14263,3950.3,4330.9,3067.7,1876.7,0,3829.3,56.934,3302.1,2154.1,0,0,0,0,1216.8
AT3G18740.1;AT1G36240.1,0,0,0,139000,0,24500,25618,1361.6,0,0,0,0,0,0,10151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345.4,0,0,0,0,0
AT3G09200.2;AT3G09200.1;AT3G11250.1;AT2G40010.1,0,0,0,179250,1712.7,17769,0,0,0,0,0,2576,1649.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G36880.2;AT2G36880.1,0,0,0,55121,0,21599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.74,883.82,19572,48598,18022,9832.5,19107,578.68,0,2059.5,9938.3,0,221.53,0,1019.1,0
ATCG00330.1,0,0,0,180340,0,4865.8,9166,10015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3423.4,0,0,0,0,0,0,0,0,0,0,0,0
AT3G53020.1;AT2G36620.1,0,0,0,200020,1638.2,9000.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATCG00820.1,0,39.169,349.58,92343,0,31404,6269.1,0,0,0,4048.3,21301,26686,5751.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19279,4307.2,0,0
AT1G18540.1,0,0,0,155610,0,38145,9608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2198.4,0,0,0,0,0,2579.2,0,579.77,0,0,0,0,0,0,3397.9
AT5G02960.1;AT3G09680.1,0,0,0,157820,5729.1,17945,29520,3822.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.33,1110.9,572.76,0,0,0,0,0,0,0,0,0,0
AT5G16130.1,0,0,0,123420,2264.3,62749,20424,0,0,0,0,0,1382.9,0,1136.2,0,0,0,0,0,3645,0,0,0,0,0,0,0,0,0,0,3111.3,0,0,0,0,0,0
AT5G43010.1;AT1G45000.2,0,0,0,96019,1134.7,78280,22097,2649.1,0,2487.2,2048,0,0,0,0,0,1478,0,0,0,0,0,2999.8,0,0,0,0,0,0,0,0,3380.8,3262.1,0,0,2473.6,0,0
AT3G07110.1;AT3G07110.2,264.34,0,0,177930,766.08,16226,2011.2,0,0,0,0,0,3193.1,0,0,4019.5,0,0,0,0,0,3081.3,0,0,0,2938.1,6165.6,0,0,0,0,1375.6,0,0,2967.6,0,0,0
AT1G14810.1,287.31,0,0,75124,0,23559,11693,0,0,0,0,0,0,0,0,0,0,0,0,5452.7,0,1144.7,6872.7,12075,16169,4519.6,13899,11772,8678.9,8200.6,0,5734.6,7822,2209.5,8063.1,0,0,0
AT2G01250.1;AT2G01250.2,0,0,0,161850,3138.5,62466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6961.3,0,0,0,0,0,0,0,0,0,0,0,0
AT3G15190.1,2223.2,0,647.93,157430,987.82,21937,37081,0,10817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786.4,0,2234.5,0,0,0,0,0,0,0,0,0
AT5G09810.1;AT5G59370.2;AT5G59370.1;AT3G46520.1,0,0,1637.9,127210,1968,58907,18686,2229.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27391,0,0,0,0,0,0,0,0,0,0,0
AT1G14320.1;AT1G14320.2;AT1G26910.1,0,0,2029.2,187690,2676.2,48769,0,0,0,0,0,1637.9,0,0,0,0,0,198.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G26710.1,0,47.158,0,86626,0,76680,23759,0,0,720.72,0,0,4326.5,0,0,0,0,0,12311,0,0,0,0,0,40437,0,0,0,3509.4,0,0,0,0,0,0,0,0,0
AT4G27090.1,178.02,48.455,1187.6,215210,3673.6,23279,6000.5,0,0,0,0,0,774.82,0,0,0,0,0,0,0,0,0,0,0,333.64,0,0,0,0,0,0,0,0,0,0,0,0,3591.1
AT4G24820.2;AT4G24820.1,0,0,0,121580,2081.7,101420,28200,0,0,0,0,0,0,0,0,0,1619.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.3,0,0,0,0,0
AT5G40950.1,206.86,0,0,230520,2419.6,23637,0,0,0,986.58,0,0,1041.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2866.7,0,0,0,0,0,0,0,0,0
AT5G40450.1,0,54.086,0,153630,1231.2,20752,18292,0,0,0,0,0,0,6678.1,3653.7,979.66,1905.2,0,0,0,0,0,0,0,4360.3,0,2431.7,10097,0,5170.6,0,4553.1,5151.6,0,0,18025,7607,0
AT3G63490.1;AT3G63490.2,0,0,685.7,120840,0,24154,0,0,0,0,0,0,0,0,0,0,760.09,214.78,0,1922.4,19820,24695,48857,0,1556,1127.6,5661.5,4619.3,0,2255.2,0,174.21,4740.7,0,1963.6,0,1053.9,0
AT5G45775.1;AT5G45775.2;AT4G18730.1;AT3G58700.1;AT2G42740.1,0,0,0,197110,1654.6,60447,5335.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1708.9,0,0,0,0,0,0,0,0,856.83,0,0,0,0,0,0,0,0
AT3G10610.1;AT2G05220.2;AT2G05220.1;AT5G04800.4;AT5G04800.3;AT5G04800.2;AT5G04800.1;AT2G04390.1,110.5,0,0,137830,2545.2,82504,48734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4488.5,0,0,0,0,0,0,0,0,240.5,0,0,0,0,0,0,0
AT3G13930.1,0,0,1820.9,265360,736.93,642.27,0,2125.4,0,0,0,0,0,0,0,0,6548.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1469.2,0,0,0,0,0,0,0
AT3G25920.1,461.6,47.73,0,201250,3092.4,31717,10509,0,1607.7,0,0,1201.6,949.05,2174.1,5408.8,0,0,0,0,0,0,0,0,7989.8,0,9844.8,0,2124.8,0,0,0,0,0,1464.1,0,1653.8,0,0
AT3G62250.1;AT2G47110.2;AT2G47110.1;AT1G23410.1;AT3G52590.1;AT2G36170.1;AT4G05050.4;AT4G05050.3;AT4G05050.2;AT4G05050.1;AT4G02890.2;AT4G02890.1;AT1G55060.1;AT4G05320.5;AT4G02890.4;AT4G02890.3;AT5G03240.3;AT5G03240.2;AT5G03240.1;AT1G65350.1;AT5G37640.1;AT4,0,0,0,165020,3977.5,74430,36363,3315.9,0,0,0,0,0,0,1230.8,0,795.95,513.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418.4,1706.7,0
AT3G08530.1,0,0,0,246160,2191,26726,0,0,0,1715.9,0,1962.4,0,4284.6,0,0,1675.5,0,0,0,0,0,0,0,0,5010.6,0,0,0,0,0,0,0,0,0,0,0,0
AT4G18480.1,0,101.87,459.95,80521,626.89,30484,24153,0,0,0,0,0,394.39,2239.5,1164.6,0,374.68,1481.2,0,776.8,1039.3,31189,36533,39114,26654,3654.2,0,3064.4,1357.9,1143.1,0,0,10627,0,133.98,392.58,0,0
AT5G09900.2;AT5G09900.1;AT5G09900.3;AT5G64760.2;AT5G64760.1,0,0,0,161730,969.19,124470,7246.3,0,0,0,0,0,1950.3,0,0,0,0,645.01,0,0,0,0,0,0,0,0,0,0,0,0,969.6,1137.8,0,0,0,0,0,0
AT5G54600.1;AT5G54600.2,0,0,0,118680,1535.6,51104,0,0,103320,0,0,0,0,14090,0,0,0,0,0,6000.4,2932.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803
ATCG00790.1;AT2G28830.1,0,0,0,232900,1473.2,43100,14172,7724.9,0,0,0,0,0,0,0,0,0,982.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G20010.1,0,0,364.1,128510,1016.7,83567,27152,5062.4,0,6345.1,2142.2,0,0,3660.8,12587,0,5322.7,0,969.31,0,3941.5,6203.6,0,7183.3,6921.5,0,0,0,0,0,777.7,0,2866.5,0,0,0,0,0
AT3G56340.1;AT2G40590.1;AT2G40510.1,0,0,272.55,176970,1895,83983,25998,0,0,0,0,0,0,0,0,0,2032.9,346.64,713.96,5370.4,0,0,11722,0,0,0,0,0,0,0,0,0,0,0,6574.4,0,0,0
AT3G02080.1,0,34.371,0,169830,0,76202,70571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G27850.1,0,42.957,0,245220,4181.1,39722,0,0,20607,0,0,0,0,0,0,0,3029.3,0,0,0,0,0,0,0,0,0,0,0,2727.6,0,0,0,0,0,0,2839.1,0,0
AT4G22505.1,0,0,0,208550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55941,56338,0,0,6459.2,0,0,0,0,0,0,0,0,0
AT5G18380.2;AT5G18380.1;AT5G18380.3;AT3G04230.1,0,0,422.02,159760,2450.1,95158,55735,12846,0,0,0,0,0,0,1268.1,0,1094.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G25740.1;AT5G52650.1;AT4G25740.2,0,0,459.14,135490,4006.2,117500,70685,1657.4,839.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601.2,0,0,0,0
AT2G43030.1,135.51,0,0,245230,4872.9,45907,14817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2095.4,5931.9,76.874,4537.2,2556.6,0,4401.6,0,0,2669.7,48.92,0,0,32.514,0
AT2G34480.1;AT1G29965.1;AT1G29970.2,0,0,0,318860,0,11030,7058.3,0,2927.9,3167.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G23290.1,0,0,656.5,322180,1481,12299,6127,0,0,0,0,0,0,0,0,4621.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310.8,0,0,0,0,0,0,0
