Protein IDs,Bio2_proteinGroups_F28,Bio2_proteinGroups_F29,Bio2_proteinGroups_F30,Bio2_proteinGroups_F31,Bio2_proteinGroups_F32,Bio2_proteinGroups_F33,Bio2_proteinGroups_F34,Bio2_proteinGroups_F35,Bio2_proteinGroups_F36,Bio2_proteinGroups_F37,Bio2_proteinGroups_F38,Bio2_proteinGroups_F39,Bio2_proteinGroups_F40,Bio2_proteinGroups_F41,Bio2_proteinGroups_F42,Bio2_proteinGroups_F43,Bio2_proteinGroups_F44,Bio2_proteinGroups_F45,Bio2_proteinGroups_F46,Bio2_proteinGroups_F47,Bio2_proteinGroups_F48,Bio2_proteinGroups_F49,Bio2_proteinGroups_F50,Bio2_proteinGroups_F51,Bio2_proteinGroups_F52,Bio2_proteinGroups_F53,Bio2_proteinGroups_F54,Bio2_proteinGroups_F55,Bio2_proteinGroups_F56,Bio2_proteinGroups_F57,Bio2_proteinGroups_F58,Bio2_proteinGroups_F59,Bio2_proteinGroups_F60,Bio2_proteinGroups_F61,Bio2_proteinGroups_F62,Bio2_proteinGroups_F63,Bio2_proteinGroups_F64,Bio2_proteinGroups_F65
AT3G57050.2;AT3G57050.1;AT3G57050.3,0,0,0,0,0,139.02,842.17,0,0,0,0,686.05,0,0,0,8228,1441.9,3660.8,0,1539.4,0,0,0,466.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G57240.1,480.02,0,0,0,178.21,0,0,0,0,0,2209.8,0,0,0,259.09,0,1056.9,721.08,0,0,0,0,0,0,11071,3184.5,0,0,0,2544.3,851.04,2060.9,26381,57631,66274,30307,21782,10904
AT3G57260.1,0,0,5651.1,0,31.199,0,23.975,1055.3,0,24.959,0,0,0,0,0,0,1686.1,31.199,2249.7,24.959,26,1916.2,292.82,99.837,605.26,0,503.87,873.57,20939,240450,264820,310110,162700,47078,32576,8158.8,8706.7,0
AT3G57290.1,460.59,0,129430,0,0,285.88,0,0,0,1360.3,0,0,0,0,0,0,0,1232,0,28.089,0,0,0,1774.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G57410.1,0,0,0,0,0,0,37.367,0,0,0,0,0,0,983.23,28.025,0,0,0,0,0,23.355,0,0,0,24093,0,0,0,4990.1,0,0,0,0,0,0,0,0,0
AT3G57560.1,0,0,96183,0,0,0,0,0,8544.6,9057.7,0,0,0,0,0,0,0,0,3359.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G57610.1,0,0,0,0,0,0,38.156,0,0,0,605.76,0,0,0,0,0,156.85,314.77,0,36189,2672,126860,85181,968.41,198.76,4514.9,0,1500.9,0,0,0,0,2728.4,0,0,0,0,73.015
AT3G58140.1,0,3162.3,79565,98.698,20.8,458.82,0,1324.3,3493,0,0,3444.3,0,0,88.351,50.221,0,0,0,0,0,0,0,0,10645,40360,36051,55672,76589,38595,6868.9,1588.5,0,940.27,0,0,0,0
AT3G58610.3;AT3G58610.2;AT3G58610.1,0,135.2,38676,51.38,32.696,383.99,1881.2,5246.7,9740.2,0,0,177.65,53.516,1515.8,247.12,1665.7,14908,10196,159970,191760,13911,356080,112630,55510,43729,47544,23684,3604.8,0,0,0,3846.7,0,1449.6,1897.1,0,1420.6,1693.2
AT3G58750.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.709,0,0,0,0,5592.6,0,8357.4,0,0,0,0,0,0,0,2982.4,0,0,0,2850.6,0,0,0,0
AT3G58990.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21598,19041,15138,7291.3,0,0,0,0,0,0,0,0,0,0,0
AT3G59400.1,0,0,2558.9,0,0,0,60.106,0,0,59.494,0,468.23,0,0,0,0,0,0,0,0,0,0,3100.1,0,3707.6,0,0,0,0,5367.3,4401.2,3425.6,2611.1,998.68,0,0,0,0
AT3G59540.1;AT2G43460.1,0,0,46184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G59760.3;AT3G59760.1;AT3G59760.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3995.8,0,0,0,0,7451.5,0,8957.8,8041.9,0,0,0,0,0,0,0,0,1802.4,0,0,0,0
AT3G59870.1,0,0,7237.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14344,0,24569,12993,475.46,0,1388.4,0,0,0,0,0,0,0,0
AT3G59920.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10102,10562,0,7480,0,0,0,0,0,0,0,0,0,0
AT3G59970.3;AT3G59970.2;AT3G59970.1,0,1089.1,6871.7,1370.7,0,1186,0,5372,7200.4,2677.3,2209.8,7750,526.94,2830,629.19,5391.6,48178,134750,165230,94768,281.83,8397.7,4934.4,7408.4,7158.4,0,8994.4,0,8655.7,3422.6,0,7058.6,0,0,0,0,0,0
AT3G59980.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27224,10433,0,0,0,0,0,0,0,0
AT3G60245.1;AT3G10950.1,0,0,56344,0,0,0,0,0,0,0,0,0,0,2918.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753.4,0,0,0,0,0,0,2264.6,0
AT3G60440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23145,18160,0,0,0,0,0,0,0
AT3G60750.1;AT3G60750.2;AT2G45290.1,1550.5,2555,54136,1675.4,2295.7,896.25,22049,43996,17545,13297,2688.8,10149,509.18,31643,5094.6,689190,3851900,3038600,3660100,1447200,76033,257280,67519,47391,47466,35102,7865,9741.8,21637,11191,10875,14691,16589,6694.2,19536,17363,6370.5,23152
AT3G60770.1,0,0,90238,8168.9,2814,345.88,21713,0,0,0,1173.8,0,0,0,0,0,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G60820.3;AT3G60820.1;AT3G60820.2,0,256.21,9205.2,0,0,625.87,203030,18361,52.388,0,0,0,195.85,2749.7,70.994,0,0,1914.3,0,0,0,0,0,0,0,0,0,0,0,0,2033.1,0,0,0,0,0,0,0
AT3G61220.1;AT3G61220.2,0,0,0,0,0,0,0,7606.3,0,0,0,0,0,0,0,0,0,271.76,0,0,0,0,0,0,0,2179.3,0,12382,47129,183700,158610,20408,0,0,0,0,0,0
AT3G61440.1;AT3G61440.3;AT3G61440.2,0,413.39,0,35.572,0,320.15,35.572,24.481,35.572,26,0,0,29.377,1309.1,19.585,29.377,981.36,0,0,0,34.273,1203.8,114950,253360,78400,39201,3776.3,0,0,0,5128.5,1831.5,0,0,0,19.585,0,1800.4
AT3G61540.1,0,0,0,0,0,0,323.14,0,0,0,0,0,0,14323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G62030.3;AT3G62030.1;AT3G62030.2,554.1,328.72,28939,1461.4,1040.3,1534.2,17491,6042.5,6006.5,10902,7208.9,1899.3,1676.1,17432,1528.9,2323.5,9850.3,13214,18535,6600.1,595.44,36.934,8564.7,18431,5939.4,6547.5,3119.7,1547,2770.5,3259.2,15000,176510,779850,1228300,2841000,2037000,1677900,477330
AT3G62120.2;AT3G62120.1,449.42,316,202470,0,0,0,0,0,0,0,1324.3,3740.2,0,6309.7,0,0,0,0,0,2078.4,0,0,0,6400.7,0,0,0,0,0,0,0,0,0,0,8645.6,0,0,0
AT3G62250.1;AT2G47110.2;AT2G47110.1;AT1G23410.1;AT3G52590.1;AT2G36170.1;AT4G05050.4;AT4G05050.3;AT4G05050.2;AT4G05050.1;AT4G02890.2;AT4G02890.1;AT1G55060.1;AT4G05320.5;AT4G02890.4;AT4G02890.3;AT5G03240.3;AT5G03240.2;AT5G03240.1;AT1G65350.1;AT5G37640.1;AT4,0,0,51097,3385,1773,0,7081.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288.1,0,0
AT3G62410.1,0,0,0,122.35,0,0,29.073,1464.5,145.36,0,14.536,0,0,264.08,0,0,0,1093.3,0,0,0,339.18,0,0,0,0,0,593.92,40669,99403,263000,7379.6,8072.2,4672.5,3118.5,0,6944.2,0
AT3G62870.1,0,0,553190,8330.2,333.89,588.09,1583.9,0,0,0,8402,0,0,0,0,0,0,1568,1606.3,0,0,0,0,0,0,4388.3,0,0,0,0,0,0,0,0,0,0,0,0
AT3G62910.1,0,0,0,0,0,0,0,0,0,0,0,0,13.282,0,0,0,0,0,0,0,0,0,2156.1,4601.2,8589,0,2136.4,0,0,0,0,0,0,0,0,0,0,0
AT3G63140.1,41833,107770,3375500,34800,11944,5788.8,386670,182850,73108,36364,78369,79177,2903.7,343940,10269,80103,153990,111930,258090,147270,10863,10034,54365,32215,15046,12930,10863,23555,12231,1279.6,8155.7,5000.1,2000.7,2796.3,1390.6,2029.3,0,10162
AT3G63170.1,0,0,4835.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2904.6,0,0,2976,0,0
AT3G63190.1,189.37,117.51,5686.7,0,28.025,1175.9,65.393,164.51,3024.4,0,0,179.01,0,0,0,47.537,4193.7,0,0,8189.1,87.875,3331.3,28921,0,30408,22505,18276,0,6359.6,11930,241220,592950,652070,335460,257730,51383,41243,11496
AT3G63490.1;AT3G63490.2,0,427.43,724420,6858.4,637.19,0,13523,0,0,0,0,0,0,1848.9,0,709.48,0,0,3358.1,1028.6,0,0,0,0,0,0,3810.1,0,0,2166.5,0,0,0,0,0,2945.7,0,0
AT4G00490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18936,16833,0,11513,14854,6080.3,0,0,924.03,0,0,0,1529.8,0,2680.6,0,0,0,0,0
AT4G00570.1,0,0,15314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7281.8,0,0,0,0,2237.3,0,0,0,2912.8,0,0,0,0,0,0,0,0,0,0
AT4G01310.1,0,0,27824,0,0,0,0,0,0,0,0,0,0,6302.2,0,2165.1,0,0,0,880.82,0,0,0,1399.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G01370.1;AT1G01560.2;AT1G01560.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.257,668.48,0,0,0,0,0,0,0,0,0,0,0,40817,28204,39696,4533.9,0,0,0,0,0,0,0
AT4G01610.2;AT4G01610.1,0,0,0,0,643.03,0,0,0,0,0,0,1971.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6905.7,0,12120,3230.9,2985.6,0
AT4G01850.2;AT4G01850.1,0,0,13504,0,0,0,0,0,0,0,2066.4,0,0,0,0,0,0,0,0,916.89,0,0,0,0,0,6098.5,5675.8,0,0,5340.8,0,0,0,0,0,1346.3,0,0
AT4G01870.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5649.2,9721.5,66245,4004.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G01883.1,0,0,0,0,0,0,0,0,0,0,1227.4,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.17,8816.4,0
AT4G01897.1,0,394.81,0,0,0,414.23,0,0,0,2914.3,0,0,0,0,0,0,0,0,0,0,0,0,5265.3,3703.9,0,0,0,0,1839.7,0,1264.6,0,7228,9664.2,33127,15303,7524.5,0
AT4G01900.1,0,0,0,23.355,0,0,0,0,0,0,0,1280.3,0,0,0,714.34,0,0,0,0,2359,2485.9,3411.2,0,0,0,0,47212,122540,132080,164820,60238,11325,5614.7,0,0,0,1273.5
AT4G02340.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225.7,6163.4,0,0,0,0,0,0,0,0,0,0,0
AT4G02450.2;AT4G02450.1,0,456.5,0,0,73.688,0,688.18,1389.6,36.27,26.595,15.957,21.276,24.18,2870.6,26.595,3956.3,0,0,0,3984,0,54856,15946,178260,88757,51689,7121.4,0,3461.4,0,20374,19973,13388,0,0,5132.5,0,0
AT4G02510.1,0,0,0,0,0,0,29854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G02520.1;AT2G02930.1,939.1,0,23859,512.99,349.84,579.12,265.47,58227,6354.1,1944.3,23.118,1651.9,1658.8,40786,662.92,4016.4,4186.9,4066.2,8178.7,662.97,107.22,26762,9430.6,6915.1,21303,75354,131250,377040,377790,791800,1005900,918830,507300,212890,101820,21760,14870,1755.6
AT4G02530.1,0,0,0,0,0,0,47.987,0,0,0,267.41,0,389.89,0,0,67.837,0,0,0,0,0,1822.8,0,0,0,3733.8,1821.9,0,0,4348.8,40870,73601,69526,5477.5,4666.7,0,0,0
AT4G02610.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6914.9,0,0,0,0,0,0
AT4G03080.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8765.1,5493.9,0,0,0,0,0,0
AT4G03150.1,0,0,0,74.062,33.01,0,0,0,0,0,0,383.16,0,0,0,0,0,0,0,0,54.002,0,0,0,0,0,0,0,0,0,7221.6,0,4586,0,0,0,0,0
AT4G03200.1;AT4G03200.2,0,1680.9,0,0,0,1680.9,0,5072.2,0,0,0,0,0,0,0,45.109,0,0,0,0,0,0,10165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03280.2;AT4G03280.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.75,0,0,5329.1,0,0,343.44,54.086,0,0,0,0,0,0,4406.6,2273.9,2052.5,0,0,24439,31493,15809,52975
AT4G03520.1;AT4G03520.2,1032.5,371.63,4245.1,0,0,277.22,162.1,0,0,2142.2,0,4975.1,326.4,2677.4,160.65,471.26,7139.6,2463.8,3465.2,121.18,74.206,60.994,2596.9,2725.3,401.47,44.065,105.73,0,2727.9,74.741,3164.1,64.903,769,0,21026,161830,1306800,566250
AT4G04040.1;AT1G12000.1,0,0,0,0,0,0,29.377,0,0,0,0,0,0,0,0,0,2810.9,13272,0,15903,0,0,0,0,0,2628,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04350.1,0,0,0,0,0,0,0,0,0,86.001,0,1873.5,0,0,211.51,0,5487.7,6161.6,40202,6375.8,0,11098,0,0,0,4828.5,0,0,0,0,2575.2,0,0,0,1338.1,0,0,3008
AT4G04640.1,0,0,19638,0,0,0,0,0,1629.8,4713.8,8499.9,33792,490.07,0,0,0,0,0,0,0,0,0,2239.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04880.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9468.7,0,0,0,0,0,0,0,0
AT4G05090.1,553.99,461.45,2254.7,0,0,0,372.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13577,9302.8,7996.2,0,0,0,0,0,0,0,0
AT4G05160.1,0,0,12177,0,0,0,0,0,0,0,0,0,0,1854.3,0,0,0,0,0,0,0,0,0,0,6340.2,0,14853,13578,0,0,0,0,0,0,0,0,0,0
AT4G05180.1,486.66,2342.3,6204.3,525.8,607.45,638.05,171.02,45348,6769.4,1680,825.14,4570.3,918.21,12290,61.947,3493.8,2202.6,7368.8,5246.3,1588.3,1366.7,9020.8,6225.2,6147,9884.5,7962.8,23491,19379,8561,12217,12256,85541,420790,940100,1308400,1032400,657540,188180
AT4G05390.2;AT4G05390.1;AT1G30510.3;AT1G30510.1;AT1G30510.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7202.3,0,0,0,0,0,0,0,0,0,0
AT4G05420.2;AT4G05420.1;AT4G21100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288.6,0,0,0,0,0,0,0
AT4G08390.3;AT4G08390.2;AT4G08390.1;AT4G08390.4;AT2G18140.1;AT2G18150.1,0,0,0,129.15,0,0,0,0,0,0,0,3709.8,0,0,0,0,3301.8,0,0,1060.4,0,0,0,0,5387.9,0,0,0,29009,143090,147800,290290,83984,0,0,1912.9,0,0
AT4G08790.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3770.8,0,0,8825.7,6789.5,0,0,0,0,0,0,0,0,0,0,0
AT4G08870.2;AT4G08870.1;AT4G08900.1,0,0,0,0,161.86,0,2964,0,0,0,0,0,0,0,0,0,0,15327,2030.5,25303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6570.3,9893.6,0,0
AT4G09000.1;AT4G09000.2,0,273.14,7871.1,0,0,293.77,134.33,2873.5,0,1682.5,2215,770.83,191.42,0,0,0,17584,36867,106350,202690,44742,218470,80064,48979,337.99,6332.3,19261,885.28,7546.6,7908.3,0,0,3872.1,1954.3,4162.6,0,0,5640.8
AT4G09010.1,0,0,0,0,0,35.781,25166,0,0,0,686.59,0,0,0,0,49.537,0,0,0,0,0,0,705.27,0,4188.7,0,585.82,0,0,2911.6,47409,59794,38738,743.23,8537.9,0,2504.8,0
AT4G09020.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11448,0,0,0,0,0,0,0,0,892.97,0,0,0
AT4G09040.2;AT4G09040.1,0,0,0,0,0,0,29.755,0,0,0,0,0,0,0,123.25,0,0,0,1895,0,0,3625.8,5065.5,0,2243.9,6261.4,0,3365.4,0,0,0,0,0,0,0,0,0,0
AT4G09320.1,0,0,266.74,0,128.12,0,18.219,0,0,0,0,0,85.763,0,0,0,635.7,1538.2,6263.1,36641,12697,264460,274080,138430,71894,13359,3808.9,4440.1,4191.5,700.7,438.53,0,0,0,0,0,0,2504.6
AT4G09620.1,211.43,0,0,0,0,0,0,0,0,0,0,21730,747.1,0,265.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949.3,12110,7484,8200.9,4279.1,0,0,0
AT4G09650.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.43,0,0,0,2035.5,2268.4,0,0,997.39,0,33.01,0,0
AT4G09670.1,0,182.07,0,0,0,0,37.031,0,22.605,22.605,0,0,0,0,0,30.525,0,0,0,417.77,27.126,10830,3429,64840,12785,7970.1,1161,0,0,0,0,0,0,0,378.68,0,0,0
AT4G09800.1;AT1G34030.1;AT1G22780.1,0,0,154760,2938.2,2725.1,0,23550,0,0,0,0,59.372,0,0,0,69.514,0,2484.5,0,3553.9,153.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309.1
AT4G10040.1;AT1G22840.1;AT1G22840.2,348.97,0,0,0,0,0,17.893,17043,4327.9,0,0,0,0,0,0,0,4562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26395,54373,163160,124800
AT4G10300.1,1389.5,0,12855,52.605,85.637,0,0,0,0,0,26.302,0,517.03,5945.3,73.647,0,0,1631.4,21.042,0,279.63,1106.8,118.36,2321.9,3851.2,4794.3,1695.2,0,0,0,0,8593.2,0,0,0,14583,349530,123020
AT4G10320.1;AT3G23145.1,476.11,1371.7,348720,323.02,0,0,18623,6284.3,5637.5,0,0,0,0,0,0,786.56,3105.3,3987,0,2046.8,0,2155.8,0,5937.2,0,4504.7,0,0,0,3656,0,648.43,0,0,0,0,0,2960.3
AT4G11010.1,0,487.36,0,0,0,0,49.007,0,27.104,0,242.68,0,6241.8,139.31,0,0,590.48,6520.2,946.11,158.6,0,16875,37374,18363,11429,2091.7,0,0,0,314.87,0,0,95.884,0,0,0,0,0
AT4G11260.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817,4053.1,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G11420.1,0,0,322370,0,1617.8,0,0,0,0,0,0,1236.6,0,0,0,0,0,0,0,1876.9,0,0,0,0,0,0,0,0,0,2892.9,780.01,0,0,0,0,0,0,0
AT4G11600.1,36.823,0,0,103.35,0,0,110.25,0,33.135,0,14.689,0,59.51,8226,0,0,0,0,0,0,0,0,2786.1,0,1280.9,1282.2,0,3321.8,0,3500.8,12989,2774.1,10109,16402,65332,15510,51968,7166
AT4G11980.1,0,0,0,32.365,0,0,27.741,0,23.118,0,0,32.365,0,0,0,0,0,32.365,0,0,0,0,0,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G12060.1,960.56,303.32,5780.8,0,50.116,0,0,4195.7,30.525,0,42.957,0,251.06,1646.5,0,19.092,0,555.76,2568.9,0,0,3421.2,0,0,0,0,0,0,0,0,4607.1,6634.4,6063.7,44830,107250,76780,136020,37199
AT4G12290.1;AT4G12270.1,0,0,3305.1,0,0,0,0,0,0,0,0,0,46.313,0,0,0,0,9576.7,13673,0,0,0,0,0,0,0,0,7659.3,0,0,0,0,0,0,0,0,0,0
AT4G12420.2;AT4G12420.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G12720.3;AT4G12720.2;AT4G12720.1;AT4G12720.4,0,0,0,0,69.469,0,282.59,0,0,0,0,0,0,0,31.647,0,3025.8,0,803.32,0,0,16895,23004,69267,26394,8858,0,0,0,0,0,0,0,5084.3,0,0,0,0
AT4G12730.1,0,0,0,37.439,0,0,0,0,0,0,0,0,95.899,0,0,0,0,0,0,2660.9,0,4422.4,0,0,0,0,0,0,0,0,0,0,0,1645.3,0,0,0,0
AT4G12880.2;AT4G12880.1,64.628,0,0,0,0,0,0,286.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693.29,0,2379.2,0,0,0,0,0,0,0
AT4G12900.1,0,270.06,0,0,0,0,38.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5722,10010,9192,0,743.01,0,0,0
AT4G12910.1,0,0,0,0,0,0,0,0,0,0,0,2052.4,0,0,0,0,0,0,2287.9,7191.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G13360.1;AT3G24360.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2152.3,0,43.868,1532.6,320.78,0,0,0,0,1616.3,0,0,0,4700.2,22638,16807,14355,8996.1,0,0,0,0,1170.4,0,0
AT4G13430.1,276.25,284.56,0,66.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.55,1499.3,34906,108910,58187,61006,8764.4,18160,0,14285,0,0,0,727.69,0,0,3718.2,0
AT4G13850.3;AT4G13850.2;AT4G13850.1;AT4G13850.4,0,0,109.4,352.3,0,0,0,0,1731.4,0,0,1148.3,48.962,0,264.92,0,0,0,861.9,0,0,0,55.28,0,4841.9,0,0,0,5049.8,34.371,0,0,0,0,0,12696,35245,18709
AT4G13930.1,0,1473.2,38570,2116.9,283.27,403.72,26,0,170.3,0,0,0,719.7,46092,653.08,43673,179300,21592,51433,12046,527.29,65715,73342,52327,9870.5,14457,15227,14705,2611,1802.5,9050.9,2564.3,1511.9,0,2201.2,0,3254.5,0
AT4G13940.1;AT4G13940.3;AT4G13940.2;AT4G13940.4,520.92,784.41,29.377,373.1,171.11,246.4,1633.7,1708,0,85.595,2860.2,1810.1,2485.9,496070,49885,315240,578710,126420,45546,18679,0,12369,7859.2,13570,7229.2,5072.2,0,4729.6,0,3670.9,1031.7,3919.6,864.92,1646,0,305.84,0,0
AT4G14030.2;AT4G14030.1,0,0,48.521,0,0,0,0,0,0,0,0,0,0,0,0,0,522.59,287.14,0,0,0,889.61,6641.4,42267,57542,30928,57558,14137,0,2935.1,0,0,0,450.79,0,0,0,0
AT4G14040.1,0,0,0,0,0,0,0,0,0,0,0,0,330.38,2375.9,0,0,0,267.85,0,1209.2,0,4019.4,0,9020.3,39784,35282,47078,40776,35888,7179,0,0,0,0,0,6586.1,1841.4,0
AT4G14100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14049,6935.9,4453,7716.2,0,0,0,0,0,0,0,0,0,0
AT4G14570.1,0,0,12777,0,0,0,0,0,0,0,0,0,0,11735,0,0,0,1670.7,3698.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G14710.4;AT4G14710.2;AT4G14710.1;AT4G14710.3;AT4G14710.5;AT4G14716.1,499.87,0,0,36.988,41.281,0,0,0,74.8,0,23.817,27.741,50.935,0,0,0,0,2589,0,23.118,0,0,0,3861.1,0,0,0,0,6760.1,37092,38014,22698,23909,7221.1,0,0,0,0
AT4G14800.1;AT4G14800.2,506.52,0,0,0,283.95,0,93053,17135,0,0,0,0,0,0,0,0,0,0,5414.6,0,0,0,0,0,2564.2,0,0,0,0,0,0,2446.2,0,0,0,0,0,0
AT4G14880.4;AT4G14880.3;AT4G14880.2;AT4G14880.1;AT3G22460.1,433.31,0,293.77,121.18,157.92,0,23.776,0,0,2587.3,0,0,84.631,25499,385.57,0,0,1974,398.48,5730.7,89.827,16557,207070,478160,559940,393910,40651,10413,8178.7,9392.8,1752.4,0,0,66309,0,0,0,0
AT4G14890.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1407.1,0,0,0,0,89.936,0,0,0,0,0,0,975.27,0,6265,8613.1,31381,83417,42637,30118,7434.1,0,0,0,0
AT4G14930.1,0,0,0,0,0,0,19.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11011,9633.2,7013.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G14960.1;AT4G14960.2,0,0,41195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15000.2;AT4G15000.1;AT3G22230.1;AT2G32220.1,0,0,14383,4801.6,0,0,440.53,0,0,0,0,0,0,0,0,0,0,0,1708.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15110.1,0,0,0,0,0,0,36.55,0,0,314.31,0,0,0,1563.7,0,0,0,0,0,0,0,0,0,5720.1,11982,11239,4581,8158.3,0,0,0,689.14,0,0,0,0,0,0
AT4G15530.3;AT4G15530.2;AT4G15530.4;AT4G15530.1;AT4G15530.6;AT4G15530.5,0,83.527,0,0,0,0,295.1,0,652.6,0,0,0,0,19723,0,3682.8,7451.3,0,0,0,0,0,0,0,0,0,0,0,2896.4,1870.7,0,0,0,0,4646.2,0,0,0
AT4G15545.1,0,21.934,0,1406.1,0,643.58,4833.8,3067.1,0,2546.8,0,1380.5,0,0,254.44,6515.4,0,0,0,0,0,3886.5,0,0,0,0,0,4195.2,62.935,0,4182,0,1924.7,0,0,0,19186,35889
AT4G15550.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3157.1,2131.9,0,0,0,0,0,0,0,0,0,0,0
AT4G15802.1,0,0,15331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6147.5,3468,5568.9
AT4G16060.1,0,0,0,0,0,197.43,0,0,0,0,0,0,63.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12563,43024,28438,0,4082,0,7630.3,0,5620.8
