Protein IDs,Bio2_proteinGroups_F28,Bio2_proteinGroups_F29,Bio2_proteinGroups_F30,Bio2_proteinGroups_F31,Bio2_proteinGroups_F32,Bio2_proteinGroups_F33,Bio2_proteinGroups_F34,Bio2_proteinGroups_F35,Bio2_proteinGroups_F36,Bio2_proteinGroups_F37,Bio2_proteinGroups_F38,Bio2_proteinGroups_F39,Bio2_proteinGroups_F40,Bio2_proteinGroups_F41,Bio2_proteinGroups_F42,Bio2_proteinGroups_F43,Bio2_proteinGroups_F44,Bio2_proteinGroups_F45,Bio2_proteinGroups_F46,Bio2_proteinGroups_F47,Bio2_proteinGroups_F48,Bio2_proteinGroups_F49,Bio2_proteinGroups_F50,Bio2_proteinGroups_F51,Bio2_proteinGroups_F52,Bio2_proteinGroups_F53,Bio2_proteinGroups_F54,Bio2_proteinGroups_F55,Bio2_proteinGroups_F56,Bio2_proteinGroups_F57,Bio2_proteinGroups_F58,Bio2_proteinGroups_F59,Bio2_proteinGroups_F60,Bio2_proteinGroups_F61,Bio2_proteinGroups_F62,Bio2_proteinGroups_F63,Bio2_proteinGroups_F64,Bio2_proteinGroups_F65
AT3G24503.1,0,0,0,0,249.06,0,0,0,0,0,0,0,688.08,0,430.86,19386,33515,2947.5,0,0,0,1327.9,0,5182.6,0,0,0,0,0,0,0,0,0,957.18,0,0,0,0
AT3G24830.1,0,0,28863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463.3,0,3615.6,2141.7,0,0,0,0,1305,0,0
AT3G25220.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10216,0,0,0,0
AT3G25230.1;AT3G25230.2;AT5G48570.1,0,40.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.219,0,940.31,0,2672.5,4371.3,0,0,0,0,0,0,0,0,0,0,0,41.901,0,0,0
AT3G25520.1;AT3G25520.2,0,0,564820,4447.5,993.48,0,9076.9,0,0,0,0,0,0,3062.4,0,338.46,0,0,0,0,139.27,0,0,0,0,6611.3,0,0,0,0,0,0,0,0,0,0,0,0
AT3G25530.1;AT3G25530.2,279.22,590.65,0,0,0,548.85,0,0,0,0,0,0,0,0,0,0,13612,30108,73956,76978,2260.2,43795,0,6242.2,0,0,0,0,18818,0,3217.6,0,0,1742.9,3199.3,0,0,0
AT3G25660.1,170.14,0,0,0,0,0,0,0,0,0,0,0,268.28,0,0,679.52,8968.5,4865.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1023.3,0,0,0,0,0,0
AT3G25770.1;AT3G25760.1;AT3G25780.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3607.1,1185.2,4944.7,0,33496,28018,56450,26611,22559,0,0,0,0,1437.8,0,0,0,0,0
AT3G25860.1,0,128.86,1766400,7411.9,0,0,3275.4,14935,3590.3,0,0,1605.6,0,0,0,0,2768.5,3304.7,0,4546.1,341.25,2547.1,3086.7,5047.5,0,0,0,5730.8,0,0,4695.5,3915,0,0,0,1175.2,0,2807.4
AT3G25920.1,387.64,312.09,206290,3337,1455.7,0,3468.8,0,0,0,0,0,0,0,0,0,0,0,1493.4,0,0,0,0,0,0,0,0,0,0,0,0,1631.2,0,0,0,0,0,0
AT3G26060.1;AT3G26060.2,444.95,0,34578,33.025,27.741,0,1543.7,0,5304.4,5215.2,5305.7,23.118,780.08,6300.3,25.468,1064.8,3165.8,2613,2067.5,2644.3,202.44,14594,908.56,0,3758.4,9102.3,18644,3990.9,8788.2,2399.6,2342.2,14504,3412.7,0,19038,110760,367780,396780
AT3G26420.1,0,317.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610.4,5960.7,0,0,0,0,0,0
AT3G26450.1;AT3G26460.1,0,518.77,271.27,58.111,0,0,598.52,0,0,0,1800.5,0,0,0,0,0,0,0,5233.5,0,0,0,0,0,0,0,4686.2,54510,41907,249760,293900,25324,13704,0,7053.4,4082.3,0,3000.9
AT3G26650.1,48355,180940,12590000,196040,57640,27026,4864200,2105400,926900,277020,332510,326000,10804,653970,4538,117300,446480,91053,358490,105210,5653.2,420480,507140,718830,650740,980060,1003700,1125400,1142600,1143600,875710,542770,322890,244040,195510,169260,67983,56372
AT3G26720.1;AT3G26720.2,0,0,0,0,297.77,0,95846,82041,199590,5041.5,93857,82166,319.47,59854,667.32,5954.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4489.8,0,0,0,5051.7,0,3603.1
AT3G26900.3;AT3G26900.2;AT3G26900.1,0,0,0,0,0,0,0,0,0,0,43.299,0,0,0,47.895,0,1193.5,0,0,21.934,0,0,0,0,0,0,2334.9,12552,4012.1,7837,10672,477.38,0,0,0,0,0,0
AT3G27160.1,0,0,52954,0,725.19,0,1428.6,0,0,0,0,536.17,0,0,0,0,0,0,0,0,0,0,5626.1,0,0,0,0,0,0,0,0,0,0,2172.5,0,0,0,0
AT3G27740.1;AT3G27740.2,412.1,495.33,0,0,182,0,0,4192.3,8149,0,2372.2,1605.6,2204.5,2333.5,0,7499.2,9849.9,38078,13058,5244.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6648.8,0,0,1503.1
AT3G27850.1;AT3G27830.1,540.86,1616.5,1245300,54651,13390,2240.4,107460,14790,885.73,0,14236,10777,3533.9,12566,0,2917.2,0,0,0,0,210.93,0,13772,3549.5,6653.8,25650,24207,18194,78309,130530,48956,5169.6,0,9690.4,5763.2,8286.4,17787,1327.8
AT3G27890.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926.43,0,0,1054.8,20444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G27925.1,0,0,0,24.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822.7,0,3789.6,0,0,0,1154.3,5648.6,9535.3,4086.2,0
AT3G28930.1,0,0,0,0,0,0,22.194,0,0,0,0,0,0,0,0,60.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5230.6,0,0,0,0,0,0
AT3G28940.1,0,293.96,0,0,25.02,0,0,0,0,24.481,109.72,0,111.7,11423,84.165,29.377,5553.9,0,665.88,0,0,4772.9,0,20.759,0,0,1050,2541,0,21119,167520,121180,61004,28840,11333,2349.5,7898.7,0
AT3G29185.1;AT3G29185.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.167,0,0,0,0,0,0,1479.1,7611.3,1660.4,10662,2130.5,0,1486,0,0,0,0,0,0,0
AT3G29320.1,193.15,0,32.874,27.329,31.884,0,0,0,0,37.367,3234.6,24845,18.684,376920,833.29,28.025,633.41,1173.3,0,0,309.34,4048.8,4468.2,0,17483,0,0,4152.2,15323,1738.7,0,0,0,0,0,0,0,0
AT3G29360.2;AT3G29360.1;AT5G39320.1;AT1G26570.1,226.72,0,14368,1744.7,0,0,0,0,74.562,0,0,135.39,27.741,21021,204.96,2364.5,2187.2,0,1271.5,0,32.365,10510,0,0,0,0,2137.1,2378.1,2450,0,0,0,2627.7,0,0,0,0,0
AT3G42170.1,0,0,56783,0,0,0,8498.5,0,0,0,0,0,0,4748.4,0,408.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820.2,205.53,0,0,0,0,47.871
AT3G44100.1,1046.9,554.81,0,58.509,0,0,35.99,0,0,0,24.227,0,0,1394.3,0,79.366,0,0,0,0,166.22,0,0,2666.4,0,0,0,0,0,0,0,800.15,0,17081,3917.2,62617,201610,195540
AT3G44300.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570.2,0,3452.7,0,0,0,0,0,0,0
AT3G44310.3;AT3G44310.1;AT3G44310.2,0,690.84,849010,16823,7210,1646.3,179260,52947,5896,4373,7709.7,14229,0,15288,80.105,320.67,11060,0,4551.5,0,1034.1,3066.8,972.49,0,4813.4,0,0,0,2828.3,0,720.76,1670.1,0,0,0,0,1546.6,63.16
AT3G44320.1,0,0,380050,5309.8,1726.5,0,80592,0,0,0,0,8641.4,0,0,0,0,0,0,2054.7,0,0,0,0,0,0,0,0,0,0,0,0,1346.9,0,0,0,0,0,2439.9
AT3G44620.1;AT3G44620.2,0,0,0,24.481,0,0,0,0,0,0,0,0,0,1461.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4847.2,6435.4,4932.9,10810,0,0
AT3G44860.1;AT3G44870.1,0,0,17771,0,0,0,0,0,0,0,0,0,0,0,0,23.355,0,0,0,0,0,8514.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G44890.1,0,0,113930,1121.2,359.26,0,38.156,0,0,0,0,0,0,0,0,0,0,0,0,33.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3660.6,0
AT3G45140.1,2325.7,1351.1,208650,1104.5,552.49,1238.9,6037.2,14527,16905,17073,10960,14522,1537.8,673390,10818,85345,160410,164380,991520,986550,82666,1063800,323260,129970,38472,19696,12107,4716,25795,4016.1,11901,2344.5,4774.4,0,840.57,0,3754.4,10834
AT3G46000.1,0,0,0,0,0,0,0,0,0,0,0,0,324.83,0,214.36,0,1500.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542.9,16995,60599,78359,52736,19522,1328.3
AT3G46010.1;AT3G46010.2,0,0,0,0,28.295,0,28.295,0,0,0,0,0,0,0,0,0,498.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5034,37755,0,0
AT3G46100.1;AT5G03406.1,0,0,16323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G46970.1,0,0,17220,0,0,724.2,1632.4,1862.1,1058.7,5103.1,27.741,3912.5,342.54,11373,0,86129,483850,61507,74440,24699,413.93,6416.4,28281,2079.3,0,1617.2,1032.4,0,0,0,4009.5,8655.3,1106.5,0,5238,0,0,4971.9
AT3G47000.1;AT3G47010.2;AT3G47010.1,0,0,0,0,134.14,0,0,0,0,0,0,0,0,0,0,0,0,0,3464.7,0,0,0,0,5350.6,0,1442.8,0,0,0,0,0,0,0,0,0,0,0,0
AT3G47050.2;AT3G47050.1,0,0,0,0,0,0,22.316,0,0,0,107.43,0,0,0,0,0,0,5346.1,0,0,0,0,0,2906.7,0,0,0,0,0,0,0,0,17356,23180,32995,13025,0,5422.9
AT3G47070.1,0,0,0,86.537,0,0,0,2085,2308.1,0,0,0,0,8031.3,0,512.46,0,0,0,0,0,54.791,68.934,0,5897.5,1764.5,0,0,13039,41.093,41.093,0,2843.5,25113,9524.9,36731,56323,30067
AT3G47520.1,0,0,0,67.253,0,0,0,0,0,2973.8,0,7735.9,0,2878.2,37.367,31.2,8307.5,6279.8,0,4415.5,0,814.12,48710,43096,99727,117990,12740,2412.2,32020,82502,91824,47691,13877,3477.7,3067.1,2328.6,0,3603.5
AT3G47560.1;AT3G47560.2,0,0,0,0,0,0,22.316,22.137,0,0,259.61,0,0,1300.8,0,0,0,0,931.85,0,0,0,0,0,5729.5,0,0,3966,7065.3,15317,10687,7338,3554.8,0,0,0,0,0
AT3G47650.1,794.01,0,13906,0,0,0,9192.4,0,3600.6,6723.4,9627.7,0,0,878.13,0,22.194,0,0,6085.3,0,0,5961.8,0,4018.5,0,0,0,0,0,0,0,0,0,0,0,12533,116110,102830
AT3G48000.1;AT1G23800.1,0,684.19,3760.1,0,62.048,0,0,0,70.778,0,2565.9,0,0,54463,298.31,21067,22333,0,0,0,69.353,0,0,0,0,0,0,0,1340.8,0,0,0,0,0,0,1583.6,0,0
AT3G48110.1,0,0,0,0,0,0,0,0,0,0,4357.6,23589,339.06,95742,0,0,0,0,565.71,0,0,5176.3,0,0,2173.2,0,0,0,0,0,0,0,0,0,468.8,0,0,0
AT3G48170.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2435.2,0,3842.5,0,0,0,0,0,0,0,0,0,0,0,0,47.608,0,0,0
AT3G48420.1,32.365,0,204.78,134.91,72.695,0,33.918,1089.8,0,558.41,87.966,0,385.04,3421.6,281.53,33.918,0,3951.5,0,114.39,352.08,2963,6665.1,4756.3,2209.5,4460.8,6676,77873,371710,675030,520160,67255,34433,16389,3294.5,10203,2598.4,4178.1
AT3G48560.1,0,605.79,875.92,0,54.94,0,202.53,0,0,0,0,0,0,0,0,1627.8,4427.4,168.25,4525.2,199.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G48690.1;AT3G48700.1,0,0,0,0,0,0,35.962,0,0,0,0,0,0,6361.9,0,0,0,0,0,0,18.995,3203.4,4868.2,0,0,5048.9,0,66419,21851,103200,16006,1337.2,0,0,0,832.43,1743.3,0
AT3G48720.1;AT5G63560.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7241.4,0,0,0,0,0,0,0,0,0,0
AT3G48730.1,254.39,3790,9609.8,202.33,0,0,1211.9,0,0,0,0,0,0,1411.6,0,27.417,9668.2,0,3715,38745,1918,314490,300810,254240,67068,28845,5107.1,1114.8,0,0,0,0,0,0,0,0,0,0
AT3G48930.1;AT4G30800.1,0,787.92,51640,3141.5,1283.1,0,24983,1944.1,949.05,0,723.87,0,221.64,0,48.455,61.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G48990.1,0,0,0,0,52,0,0,0,0,10203,0,239.81,0,0,0,0,0,0,0,19.092,23.865,0,13556,20017,125400,111140,52871,33899,7043.2,2479.2,6370.4,0,335.45,0,0,848.21,0,0
AT3G49010.3;AT3G49010.2;AT3G49010.1;AT3G49010.4;AT3G49010.5,0,0,249030,4012.5,233.94,0,1515.4,0,0,0,0,0,0,0,0,0,1230.6,0,0,1067.2,0,0,1722.2,0,0,0,0,0,0,3359.1,0,0,0,0,0,0,0,0
AT3G49120.1;AT3G49110.1;AT3G32980.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2356.8,0,99.225,0,0,0,0,0,0,0,0,8027.1,0,167790,51121,11642,107160,73836,20446,6035.3,9577.5,0,0,0,0
AT3G49470.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721,1384,0,0,0,3766.5,0,0,0,0,0,0,0,0,0,0,18361,10207,6445.9,0,0,0
AT3G49680.2;AT3G49680.1,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14369,0,0,0,0,3139.8,20978,14566,3234.5,11509,0,0,0,0,0,0,0,0,0,0,0,0
AT3G49910.1,0,181.88,149600,1289.4,373.19,0,1260.8,2118.5,0,0,0,0,0,4513.8,115.69,0,0,0,0,1316.9,0,0,0,2120.3,0,0,0,0,0,0,0,0,1970.4,0,0,0,0,0
AT3G50270.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.865,0,0,0,0,0,0,0,0,1087,6797.7,3098,11391,4446.5,0,242.85,0,0,0,0,0,0
AT3G50440.1,0,0,0,0,0,0,27.104,0,0,0,0,0,0,0,0,0,1261.9,0,0,267.77,0,0,9609.8,4430.4,13916,8356,2559.4,0,1943.7,6972.9,2301,0,0,0,7241.2,0,0,0
AT3G50520.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917.9,0,0,0,0,0,0
AT3G51260.1;AT3G51260.2,0,0,18995,0,772.44,0,291460,65672,0,0,0,0,0,0,0,46.709,0,0,0,8391.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508.4,0,0,116.85
AT3G51780.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671.91,1181.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G51890.1,0,240.9,22678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G52150.2;AT3G52150.1,1785.9,0,13375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3614.5,187.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G52180.1;AT3G52180.2,0,0,17961,0,0,0,0,0,0,0,0,2142.2,0,0,0,0,0,0,0,0,0,0,6360.3,1905.5,0,0,0,23138,42445,11333,0,0,1642.2,9799,19274,0,10671,0
AT3G52200.1;AT3G52200.2,0,0,182990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651.8,0,0
AT3G52380.1,0,0,0,0,0,0,0,0,3626,0,0,0,0,0,0,0,1960,0,0,36295,2288.8,166170,0,38451,0,1310,4667.2,0,0,0,0,1817.3,0,0,0,0,0,0
AT3G52500.1,0,1474,100720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4743.4,0,0,0,0,0,0,0,1250.7,0,0,0,0,0,0,0,0,0,0,0,0
AT3G52560.1;AT3G52560.4;AT1G70660.2;AT1G23260.1;AT1G70660.1;AT1G70650.2,0,19.092,8663.9,0,0,0,35.781,0,2408.3,0,62.484,0,0,0,0,0,0,1646,0,0,0,0,0,0,1082.6,0,0,0,2337.6,2729.1,0,42.957,14086,26146,52261,40220,73086,0
AT3G52840.1,0,0,0,0,68.386,0,26.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798.6,0,0,0,3614.6,3879.4,0,0,0,0,0,0,0,0
AT3G52880.1;AT3G52880.2,0,0,0,42.038,0,43.989,0,0,0,0,0,0,183.62,0,0,0,0,0,0,0,629.5,0,0,45.571,0,22647,197050,629450,529770,366780,123870,26896,2716.7,0,1387.3,0,0,4498.6
AT3G52930.1,514.4,2549.2,332000,13091,6428,4029.8,215240,53607,7143.6,6513,6839.1,19142,1294.9,144600,12166,213480,504980,193000,184550,40696,96.11,10458,0,10842,0,3586,7096.1,0,14266,10794,16875,3256.6,632.34,0,8397.2,2105,0,5672.6
AT3G52960.1,368.68,639.38,33555,854.34,38.156,516.84,3461.4,0,0,0,1553.7,4424,38.201,1867.4,511.48,752.61,4909.1,10274,36297,94.17,81.771,0,12830,11816,8098.6,0,1848.5,0,10905,199150,539390,783180,559650,272630,219010,36561,53781,24466
AT3G52990.1;AT3G52990.2,0,0,38368,0,0,883.46,33.025,0,18.494,0,6101.7,0,0,3904.2,98.703,50.935,0,393.69,0,141.63,36.988,11928,21759,75807,107640,36594,37209,20750,6437.6,1391.4,5241.1,0,4197.5,0,0,0,0,4550.9
AT3G53020.1;AT2G36620.1,0,0,306920,4782.7,0,0,0,0,0,9957.8,0,0,0,0,0,0,0,0,0,422.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G53180.1,0,0,0,0,0,0,28336,25360,0,0,0,0,0,0,0,0,0,0,0,615.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G53430.1;AT2G37190.1;AT5G60670.1,0,0,732290,13856,3071.5,0,0,0,0,0,0,0,0,0,0,98.014,0,1056.7,0,985.83,0,0,5413.7,0,0,0,0,0,0,0,3520.6,0,2318.7,0,0,0,0,2342.5
AT3G53460.3;AT3G53460.2;AT3G53460.1;AT3G53460.4,83.79,0,3760.8,24.481,24.481,0,0,1058.2,24.481,4781.4,0,2514.8,36.055,0,0,0,0,0,0,0,0,0,0,0,0,0,6387.8,0,3531.6,4158.6,5464.4,0,5954.4,1476.5,0,26693,363130,95077
AT3G53560.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4676,0,9364.3,2850.7,2149.9,0,0,0,0,0,0,0,0
AT3G53580.1,0,0,10043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15608,19595,15882,15503,0,10907,4273.6,6676.6,5201,0,2524.1,0,0,0,0,0
AT3G53750.1;AT2G37620.2;AT2G37620.1,0,0,72137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4431.5,0,0,0,0,5150.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G53880.1,0,0,0,0,0,0,0,0,0,0,0,1839.2,0,0,0,1272.8,0,0,0,0,0,0,0,0,0,0,0,0,0,7881.4,5456.8,8450.5,0,0,0,2128.7,0,0
AT3G53900.1;AT3G53900.2,165.72,359.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5216.1,8864.2,0,8255.3,0,4533.6,3763.9,5376.2,0,5093.9,0,0,0,0,0,0,0,0,0,0
AT3G54050.2;AT3G54050.1,743.92,1188.2,20185,0,1059.7,526.39,9949.2,7304.2,2784,2094.7,0,0,2010.6,68391,14474,319310,1364700,761360,593850,79054,4664.8,96945,133720,298850,178710,206600,79817,63955,10502,14163,18123,3293.6,0,1227.9,3224,21667,31139,5245.7
AT3G54210.1,0,0,165700,0,0,0,8492.8,0,816.69,0,0,0,0,0,0,553.78,3022.5,0,0,0,0,0,0,0,0,2176.6,0,0,0,0,0,0,0,0,0,0,0,1611.4
AT3G54400.1,2081.5,8628.3,444120,3781.7,1746.9,1341.8,0,11970,1463.3,0,0,0,330.7,0,0,3118.1,0,0,0,7679.9,1374.7,0,2228.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9125.8
AT3G54420.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3782.3,0,0,11957,3140.9,0,0,0,0,0
AT3G54440.1;AT3G54440.3;AT3G54440.2,0,0,0,0,29.073,0,24.227,0,0,0,0,3914.1,0,40661,117.5,1749.7,3256.6,0,0,0,0,0,0,1923.1,0,0,0,0,0,0,0,0,0,0,0,0,2112.6,0
AT3G54470.1;AT1G12775.1,0,0,8115.7,0,0,0,0,0,0,0,0,0,0,0,165.82,0,0,0,0,5309.7,0,0,0,0,0,0,4736.3,0,0,0,0,0,0,0,0,0,0,0
AT3G54600.1;AT2G38860.3;AT2G38860.1;AT2G38860.2,0,0,0,0,0,0,0,0,0,28.295,0,0,0,0,33.01,0,0,1465.9,8682.5,11379,80.168,4862.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G54640.1,0,905.73,47022,0,0,378.98,0,0,32.12,0,0,0,0,0,0,816.47,0,0,0,0,14.536,0,2939.4,0,4263.4,0,6045.8,0,0,34226,63049,55663,2519.7,1206.1,0,0,0,0
AT3G54660.1,0,0,369.83,32.365,0,641.37,106.16,4485.6,43.556,0,0,0,36.988,2041,67.83,27.043,5941.8,26215,135470,157800,8692,38164,0,3408.7,0,0,0,0,0,0,1894.2,0,2248.8,2276.7,2584,0,0,0
AT3G54900.1,0,0,13747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.22,0,0,0,53.671,0,4453.4,0,0,0,0,41.744,0,0,0,0,20458,23623,4027.9,5544.8,0
AT3G55010.2;AT3G55010.1,0,0,0,0,0,0,0,17.893,0,0,0,0,0,2867.3,0,0,0,0,2767.4,0,0,31784,11166,2932.3,0,970.95,0,1428.8,0,0,0,0,0,0,0,0,0,0
AT3G55040.1;AT5G02780.2;AT5G02780.1,0,934.42,0,206.78,48.286,0,225.96,0,0,0,191.44,58.386,0,0,238.26,396.2,0,0,0,951.91,0,3361.4,0,2159.4,0,0,0,9148.9,54482,180240,302480,173580,73426,17249,4422.5,13871,0,1175.1
AT3G55070.2;AT3G55070.1,0,0,13390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7095.6,0,0,0,0,0,0,0,0,0,0,0,0,3057.5,0,0,0
AT3G55120.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5616.5,0,0,0,0,0,0,0,0,2774.3,0,0,0,1568.3,0,6742.6,17197,15940,9227.1,0,0,0,0,0,0
AT3G55260.1,1324.3,0,0,0,741.89,0,0,0,0,0,0,0,198.66,0,0,0,0,15511,40118,21874,0,0,2503.3,11698,0,0,0,0,0,0,0,0,0,0,0,0,0,657.31
AT3G55280.3;AT3G55280.2;AT3G55280.1;AT2G39460.2;AT2G39460.1,0,0,247210,4558.2,0,0,28.638,0,1885.8,0,0,878.31,0,0,0,37.726,796.6,0,0,0,0,0,0,0,0,0,2849.5,0,0,0,0,0,0,0,771.13,0,0,0
AT3G55330.1,0,0,0,54.086,0,182.55,0,0,0,0,0,0,27.043,0,0,0,0,0,2261.6,0,43.268,49.401,68.489,2075.4,0,0,0,0,0,0,0,859.15,0,0,12204,1448.1,125820,11242
AT3G55400.1;AT3G55400.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5474.1,26307,7489.5,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G55410.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.9,0,757.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G55440.1,0,113.74,19622,143.6,97.674,120.42,377.27,2234.9,65.393,81.135,55.012,23.355,170.09,17387,452.33,74.708,10463,844.64,1611.6,23.355,143.89,329.67,20856,80216,508450,1109000,684710,532670,154260,116890,88033,39845,23494,5861.3,9706,3989,1743.3,6122.2
AT3G55760.3;AT3G55760.2;AT3G55760.1,0,335.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.4,7178.8,0,0,0,0,0,0,0,947.82,0,0,0,0,0,0
AT3G55800.1,259.45,739.08,12457,773.76,657.18,438.07,66.478,3525.4,2172,165.32,0,5369.5,595.73,1396.8,569.74,503.52,15818,5287.4,9391.2,2137.7,3540.1,460650,653770,1792300,833880,534190,69391,182150,52648,55191,27602,1719.3,3336,7098.2,7376.9,2873.3,17136,25831
AT3G56070.2;AT3G56070.1,0,1333.8,0,0,0,0,0,0,0,0,40.993,149.22,0,0,0,0,0,0,27.934,0,27.329,0,0,0,1323.3,0,0,0,579.88,0,1255.7,0,0,0,12178,113570,75565,56368
AT3G56150.2;AT3G56150.1,0,0,227180,1574.9,0,0,0,0,975.15,0,5050.5,0,282.13,0,239.33,0,0,0,0,1444,0,0,6616.2,0,0,0,0,0,0,3253.8,0,1442.2,0,0,0,0,0,0
AT3G56240.1,0,27.043,7408.1,0,0,0,0,5445.2,0,39.857,21.634,36.585,0,0,0,0,0,0,26.572,33.214,46.5,7343,0,0,0,0,1927.1,8669.2,108.9,27488,17917,14054,15315,2561.4,11953,9126,25902,6468
AT3G56310.1;AT3G56310.2,0,0,0,0,0,0,37.367,0,0,0,0,2316.7,0,979.81,0,0,0,23.355,0,0,0,0,0,0,9267.7,42927,24640,18861,2069.6,0,0,0,0,1772.9,0,0,0,0
AT3G56340.1;AT2G40590.1;AT2G40510.1,0,0,72537,1724.4,1648.7,0,31483,0,0,0,0,0,0,0,0,0,2419.2,1513.8,0,0,0,0,0,0,0,1702.4,0,0,0,0,0,0,0,0,0,0,0,0
AT3G56490.1,0,0,0,0,0,0,0,0,0,2998,0,0,0,0,67.413,0,0,0,1607.6,21.042,0,0,0,0,0,727.5,0,560.24,29968,68899,47648,34962,9175.5,420.07,0,974.5,0,0
AT3G56650.1,0,0,6583.7,0,0,0,37.277,0,1501.3,0,14.013,0,0,0,37.367,0,0,0,0,0,211.34,0,1660.8,0,0,0,0,0,0,0,0,0,3143.5,11504,23768,29314,14813,0
AT3G56910.1,0,443.81,215290,0,758.1,0,5678.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
